Date,Open,High,Low,Close,Adj Close,Volume
1993-02-01,43.968750,45.125000,42.812500,44.406250,24.947454,5417600
1993-03-01,44.562500,45.843750,44.218750,45.187500,25.386358,3019200
1993-04-01,45.250000,45.250000,43.281250,44.031250,24.853598,2697200
1993-05-01,44.093750,45.656250,43.843750,45.218750,25.523880,1808000
1993-06-01,45.375000,45.812500,44.218750,45.062500,25.435707,3438000
1993-07-01,45.125000,45.218750,44.156250,44.843750,25.491615,6117600
1993-08-01,44.906250,46.562500,44.843750,46.562500,26.468637,5440100
1993-09-01,46.406250,46.593750,44.812500,45.937500,26.113373,4369900
1993-10-01,45.875000,47.156250,45.718750,46.843750,26.794447,6972900
1993-11-01,46.781250,47.000000,45.531250,46.343750,26.508440,5351100
1993-12-01,46.593750,47.156250,46.375000,46.593750,26.651436,6128000
1994-01-01,46.593750,48.312500,46.406250,48.218750,27.769730,6837100
1994-02-01,48.156250,48.281250,46.562500,46.812500,26.959864,10974400
1994-03-01,46.812500,47.312500,43.531250,44.593750,25.682060,14705500
1994-04-01,43.343750,45.359375,43.343750,45.093750,26.119812,11429000
1994-05-01,45.093750,45.937500,44.171875,45.812500,26.536154,8545100
1994-06-01,45.703125,46.562500,44.000000,44.468750,25.757799,10352700
1994-07-01,44.687500,46.046875,44.375000,45.906250,26.766251,5452100
1994-08-01,45.937500,47.984375,45.656250,47.656250,27.786612,7945800
1994-09-01,47.500000,47.718750,45.734375,46.171875,26.921127,6309300
1994-10-01,46.203125,47.703125,45.000000,47.484375,27.854790,5437600
1994-11-01,47.281250,47.328125,44.609375,45.593750,26.745743,4807300
1994-12-01,45.640625,46.406250,44.687500,45.562500,26.727402,8568500
1995-01-01,45.703125,47.234375,45.687500,47.093750,27.845898,2768000
1995-02-01,47.156250,49.156250,47.000000,49.015625,28.982296,5954800
1995-03-01,48.968750,50.890625,48.218750,50.109375,29.629004,4538000
1995-04-01,50.093750,51.671875,50.062500,51.593750,30.671816,4395200
1995-05-01,51.546875,53.640625,51.390625,53.640625,31.888659,6986200
1995-06-01,53.406250,55.156250,52.750000,54.406250,32.343803,5790900
1995-07-01,54.468750,56.703125,54.203125,56.156250,33.580219,5508200
1995-08-01,56.234375,56.796875,55.421875,56.406250,33.729725,8100100
1995-09-01,56.390625,58.906250,56.343750,58.484375,34.972389,7431600
1995-10-01,58.484375,59.187500,57.265625,58.312500,35.055740,8944800
1995-11-01,58.281250,61.203125,58.234375,60.906250,36.615009,8841700
1995-12-01,60.984375,62.796875,60.578125,61.484375,36.962566,9816800
1996-01-01,61.406250,63.687500,59.640625,63.671875,38.514259,10661800
1996-02-01,63.609375,66.687500,63.437500,63.875000,38.637135,14850400
1996-03-01,64.640625,65.968750,62.000000,64.687500,39.128613,19022700
1996-04-01,65.000000,65.812500,62.125000,65.390625,39.729599,14999300
1996-05-01,65.375000,68.437500,63.078125,66.875000,40.631439,17453200
1996-06-01,66.890625,68.500000,66.156250,67.109375,40.773849,16871800
1996-07-01,67.281250,67.703125,60.375000,64.093750,39.147984,28811500
1996-08-01,64.156250,67.343750,64.062500,65.328125,39.901928,15593100
1996-09-01,64.468750,69.250000,64.375000,68.625000,41.915638,17216100
1996-10-01,68.703125,71.625000,68.437500,70.843750,43.493519,14791800
1996-11-01,70.984375,76.687500,70.265625,76.015625,46.668732,24089700
1996-12-01,75.921875,76.578125,71.875000,73.843750,45.335335,34952800
1997-01-01,74.375000,79.687500,72.750000,78.406250,48.372978,43623700
1997-02-01,78.718750,82.000000,77.125000,79.156250,48.835705,30028800
1997-03-01,78.750000,81.796875,75.250000,75.375000,46.502838,37514300
1997-04-01,75.250000,80.687500,73.312500,80.093750,49.603317,57679300
1997-05-01,80.218750,85.562500,79.312500,85.156250,52.738590,37473400
1997-06-01,85.343750,90.500000,84.078125,88.312500,54.693321,47332500
1997-07-01,88.500000,96.031250,88.390625,95.312500,59.258369,65359700
1997-08-01,95.500000,96.625000,89.343750,90.375000,56.188614,99046800
1997-09-01,90.687500,96.375000,90.250000,94.375000,58.675503,78642200
1997-10-01,95.250000,98.500000,84.375000,92.062500,57.447712,137440500
1997-11-01,93.187500,96.812500,90.093750,95.625000,59.670746,93157400
1997-12-01,96.218750,99.000000,92.375000,97.062500,60.567764,79162300
1998-01-01,97.312500,99.562500,90.906250,98.312500,61.591866,104582300
1998-02-01,99.906250,105.531250,99.718750,105.125000,65.859856,69733700
1998-03-01,105.250000,111.531250,103.156250,109.937500,68.874847,87316900
1998-04-01,110.312500,113.437500,107.625000,111.343750,69.956276,118629400
1998-05-01,111.750000,113.312500,107.578125,109.031250,68.503372,116264800
1998-06-01,108.968750,114.687500,107.500000,113.312500,71.193222,141993600
1998-07-01,114.062500,119.234375,111.312500,111.781250,70.454597,155280200
1998-08-01,111.781250,112.421875,95.000000,96.000000,60.507843,268542800
1998-09-01,96.062500,107.000000,93.625000,101.750000,64.132011,269370500
1998-10-01,100.031250,110.906250,92.218750,110.000000,69.576805,249152700
1998-11-01,110.812500,119.718750,110.187500,116.125000,73.450958,136369000
1998-12-01,116.125000,124.750000,113.750000,123.312500,77.997177,156026700
1999-01-01,123.375000,128.500000,120.375000,127.656250,81.012917,141419000
1999-02-01,128.687500,128.843750,121.328125,123.562500,78.414963,164624900
1999-03-01,123.656250,132.625000,121.781250,128.375000,81.469032,148191100
1999-04-01,129.687500,137.500000,128.125000,133.250000,84.767914,156755700
1999-05-01,133.437500,138.000000,128.000000,130.203125,82.829643,182566900
1999-06-01,130.125000,137.500000,128.015625,137.000000,87.153481,160692200
1999-07-01,137.000000,142.250000,132.562500,132.750000,84.704811,115669100
1999-08-01,132.750000,138.781250,127.000000,132.062500,84.266106,142925900
1999-09-01,132.937500,136.625000,125.562500,128.750000,82.152496,167972700
1999-10-01,127.937500,137.687500,123.437500,137.000000,87.662834,196829400
1999-11-01,136.500000,143.000000,134.593750,139.281250,89.122513,125042200
1999-12-01,139.312500,147.562500,139.000000,146.875000,93.981567,121529300
2000-01-01,148.250000,148.250000,135.000000,139.562500,89.521690,156770800
2000-02-01,139.750000,144.562500,132.718750,137.437500,88.158630,186938300
2000-03-01,137.625000,155.750000,135.031250,150.375000,96.457344,247594900
2000-04-01,150.125000,153.109375,133.500000,145.093750,93.306236,229246200
2000-05-01,146.562500,148.484375,136.500000,142.812500,91.839203,161024000
2000-06-01,143.687500,149.156250,143.000000,145.281250,93.426796,127146000
2000-07-01,145.437500,151.984375,141.515625,143.000000,92.176231,106780100
2000-08-01,143.625000,153.093750,142.625000,152.343750,98.199196,102365500
2000-09-01,153.250000,153.593750,142.125000,143.625000,92.579132,113203000
2000-10-01,144.281250,145.750000,130.156250,142.953125,92.377586,178392400
2000-11-01,142.250000,144.296875,129.750000,132.281250,85.481339,156699900
2000-12-01,133.187500,139.562500,125.531250,131.187500,84.774498,165416700
2001-01-01,132.000000,138.699997,127.562500,137.020004,88.815147,181296400
2001-02-01,137.100006,137.990005,121.800003,123.949997,80.343292,178607000
2001-03-01,124.050003,127.750000,108.040001,116.690002,75.637444,318187200
2001-04-01,116.300003,127.269997,109.300003,126.660004,82.320946,251839700
2001-05-01,125.070000,132.089996,123.440002,125.949997,81.859451,208040000
2001-06-01,126.199997,129.229996,120.400002,122.599998,79.682190,203578200
2001-07-01,122.800003,124.320000,116.750000,121.349998,79.094063,196892900
2001-08-01,121.970001,123.250000,112.040001,114.150002,74.401253,269599600
2001-09-01,113.849998,116.169998,93.800003,104.440002,68.072395,419156100
2001-10-01,103.900002,111.790001,102.830002,105.800003,69.217552,512612000
2001-11-01,106.599998,116.900002,105.699997,114.050003,74.614990,372515000
2001-12-01,113.650002,118.000000,112.000000,114.300003,74.778557,308403900
2002-01-01,115.110001,117.989998,108.400002,113.180000,74.300476,349380000
2002-02-01,113.089996,113.300003,107.820000,111.150002,72.967827,424492600
2002-03-01,111.720001,117.900002,111.510002,114.519997,75.180168,385578100
2002-04-01,114.230003,115.099998,106.629997,107.860001,71.010834,404461000
2002-05-01,107.970001,111.250000,104.900002,107.220001,70.589478,452626500
2002-06-01,107.089996,107.599998,95.190002,98.959999,65.151428,534883500
2002-07-01,99.180000,99.800003,77.680000,91.160004,60.226276,1124248800
2002-08-01,90.879997,97.150002,83.550003,91.779999,60.635872,936191200
2002-09-01,90.730003,93.330002,80.900002,81.790001,54.035843,1013828600
2002-10-01,82.430000,91.290001,77.070000,88.519997,58.744263,1344248100
2002-11-01,88.349998,94.949997,87.449997,93.980003,62.367702,818243400
2002-12-01,95.470001,96.050003,87.110001,88.230003,58.551846,728285900
2003-01-01,88.849998,93.860001,84.150002,86.059998,57.392395,911319900
2003-02-01,86.139999,86.809998,81.000000,84.900002,56.618790,862248300
2003-03-01,85.260002,89.879997,79.379997,84.739998,56.512112,1156870200
2003-04-01,85.250000,92.800003,84.910004,91.910004,61.540825,996114200
2003-05-01,91.919998,97.089996,90.500000,96.949997,64.915512,881509900
2003-06-01,97.529999,102.180000,96.669998,97.629997,65.370834,867970200
2003-07-01,97.250000,101.900002,96.430000,99.389999,66.789673,895260500
2003-08-01,99.190002,101.820000,96.339996,101.440002,68.167274,772702000
2003-09-01,101.639999,104.699997,99.250000,99.949997,67.165970,818513400
2003-10-01,100.239998,105.970001,100.199997,105.300003,71.032814,831700900
2003-11-01,105.750000,106.949997,103.620003,106.449997,71.808586,630654200
2003-12-01,106.849998,111.519997,105.959999,111.279999,75.066750,678350400
2004-01-01,111.739998,116.500000,110.730003,113.480003,76.912521,737674000
2004-02-01,113.699997,116.599998,112.779999,115.019997,77.956306,676976900
2004-03-01,115.430000,116.970001,108.849998,113.099998,76.654968,1125003900
2004-04-01,113.070000,115.410004,110.900002,110.959999,75.468246,968620900
2004-05-01,111.370003,113.260002,108.059998,112.860001,76.760490,981083900
2004-06-01,112.459999,114.940002,111.870003,114.529999,77.896332,721880400
2004-07-01,114.250000,114.400002,108.209999,110.839996,75.661774,954619200
2004-08-01,110.190002,111.629997,106.589996,111.110001,75.846123,922892000
2004-09-01,110.949997,113.739998,110.410004,111.760002,76.289810,790891900
2004-10-01,112.260002,114.680000,109.349998,113.199997,77.594460,1044071300
2004-11-01,113.559998,119.139999,113.199997,117.889999,80.809242,961601700
2004-12-01,118.160004,121.660004,117.730003,120.870003,83.097450,909170200
2005-01-01,121.559998,121.760002,116.370003,118.160004,81.618065,1184211500
2005-02-01,118.250000,121.669998,118.099998,120.629997,83.324234,1025608400
2005-03-01,120.820000,123.250000,116.250000,117.959999,81.479927,1330548800
2005-04-01,118.629997,119.260002,113.550003,115.750000,80.267426,1633318500
2005-05-01,116.070000,120.250000,114.800003,119.480003,82.854073,1334647300
2005-06-01,119.519997,121.940002,118.750000,119.180000,82.646019,1089322900
2005-07-01,119.449997,124.639999,118.260002,123.739998,86.154457,1176306400
2005-08-01,123.830002,124.739998,120.379997,122.580002,85.346809,1306564800
2005-09-01,122.519997,124.739998,120.440002,123.040001,85.667122,1287005000
2005-10-01,122.959999,123.339996,116.879997,120.129997,83.997032,1784566400
2005-11-01,120.580002,127.410004,120.129997,125.410004,87.688919,1183732800
2005-12-01,126.019997,128.089996,124.360001,124.510002,87.059616,1073146800
2006-01-01,125.190002,129.440002,124.389999,127.500000,89.622887,1233910800
2006-02-01,127.820000,130.039993,125.400002,128.229996,90.135986,1145244400
2006-03-01,128.600006,131.470001,127.180000,129.830002,91.260689,1350777100
2006-04-01,130.070007,131.860001,128.020004,131.470001,92.780952,1300327900
2006-05-01,131.470001,132.800003,124.760002,127.510002,89.986313,1752747100
2006-06-01,127.379997,129.429993,122.339996,127.279999,89.824043,2163829300
2006-07-01,127.430000,128.139999,122.389999,127.849998,90.625069,1691301400
2006-08-01,127.339996,131.039993,126.279999,130.639999,92.602699,1420345400
2006-09-01,131.139999,133.990005,129.350006,133.580002,94.686722,1363687900
2006-10-01,133.539993,139.000000,132.649994,137.789993,98.100510,1443344100
2006-11-01,138.220001,141.160004,135.619995,140.529999,100.051231,1502059900
2006-12-01,140.529999,143.240005,138.970001,141.619995,100.827255,1212756800
2007-01-01,142.250000,144.130005,140.250000,143.750000,102.913994,1330329900
2007-02-01,144.149994,146.419998,139.000000,140.929993,100.895035,1494548900
2007-03-01,139.339996,143.809998,136.750000,142.000000,101.661118,2918304400
2007-04-01,142.160004,149.800003,141.479996,148.289993,106.585358,1791289900
2007-05-01,148.419998,153.889999,147.669998,153.320007,110.200775,2508178000
2007-06-01,153.880005,154.399994,148.059998,150.429993,108.123436,3502885400
2007-07-01,150.869995,155.529999,145.039993,145.720001,105.189560,3988676200
2007-08-01,145.179993,150.589996,137.000000,147.589996,106.539436,6195918600
2007-09-01,147.449997,154.389999,144.330002,152.580002,110.141525,2967009200
2007-10-01,152.600006,157.520004,148.660004,154.649994,112.165352,3850069600
2007-11-01,153.289993,153.410004,140.660004,148.660004,107.820938,5472709900
2007-12-01,148.190002,152.889999,143.960007,146.210007,106.043953,3293787500
2008-01-01,146.529999,146.990005,126.000000,137.369995,100.161209,6106834300
2008-02-01,137.940002,139.610001,131.729996,133.820007,97.572777,4151028600
2008-03-01,133.139999,135.809998,126.070000,131.970001,96.223900,5462121800
2008-04-01,133.610001,140.589996,132.330002,138.259995,101.309227,4014652600
2008-05-01,138.380005,144.300003,137.520004,140.350006,102.840691,3646997000
2008-06-01,139.830002,140.889999,127.040001,127.980003,93.776619,5408930000
2008-07-01,126.519997,129.160004,120.019997,126.830002,93.398796,7156206800
2008-08-01,127.120003,131.509995,124.760002,128.789993,94.842148,4344355500
2008-09-01,130.029999,130.710007,110.529999,115.989998,85.416122,8105188900
2008-10-01,115.269997,116.690002,83.580002,96.830002,71.719246,11882352200
2008-11-01,96.779999,100.860001,74.339996,90.089996,66.727142,8762237000
2008-12-01,87.510002,92.430000,81.860001,90.239998,66.838226,6919927700
2009-01-01,90.440002,94.449997,80.050003,82.830002,61.847874,6872039400
2009-02-01,81.570000,87.739998,73.809998,73.930000,55.202396,7275092500
2009-03-01,72.519997,83.300003,67.099998,79.519997,59.376339,8813959700
2009-04-01,78.529999,89.019997,78.330002,87.419998,65.742348,6023006600
2009-05-01,87.440002,93.699997,86.720001,92.529999,69.585236,5195735600
2009-06-01,93.669998,96.110001,88.849998,91.949997,69.149055,5054855000
2009-07-01,92.339996,99.830002,87.000000,98.809998,74.727737,4295844600
2009-08-01,99.849998,104.349998,98.110001,102.459999,77.488159,3957574800
2009-09-01,101.949997,108.059998,99.570000,105.589996,79.855286,3777956700
2009-10-01,103.000000,110.309998,101.989998,103.559998,78.693077,4481700800
2009-11-01,104.129997,111.739998,103.080002,109.940002,83.541138,3430866200
2009-12-01,110.919998,113.029999,109.019997,111.440002,84.680939,2883885800
2010-01-01,112.370003,115.139999,107.220001,107.389999,82.042747,3706842300
2010-02-01,108.150002,111.580002,104.580002,110.739998,84.602051,4451912400
2010-03-01,111.199997,118.169998,111.169998,117.000000,89.384499,3899688500
2010-04-01,117.800003,122.120003,117.099998,118.809998,91.141052,3887089700
2010-05-01,119.379997,120.680000,104.379997,109.370003,83.899506,7413878800
2010-06-01,108.349998,113.199997,102.879997,103.220001,79.181740,5706059600
2010-07-01,103.150002,112.290001,101.129997,110.269997,84.992348,4725402000
2010-08-01,111.989998,113.180000,104.290001,105.309998,81.169350,4541971600
2010-09-01,106.730003,115.790001,106.660004,114.129997,87.967529,4035642500
2010-10-01,114.989998,119.760002,113.180000,118.489998,91.816986,3767490800
2010-11-01,119.070000,122.949997,117.589996,118.489998,91.816986,3983708900
2010-12-01,120.199997,126.199997,120.190002,125.750000,97.442711,2722749900
2011-01-01,126.709999,130.350006,125.699997,128.679993,100.237549,2860314700
2011-02-01,129.460007,134.690002,129.380005,133.149994,103.719513,2820073500
2011-03-01,133.570007,133.690002,125.279999,132.589996,103.283287,4787459400
2011-04-01,133.410004,136.570007,129.509995,136.429993,106.736206,2812718500
2011-05-01,137.070007,137.179993,131.380005,134.899994,105.539223,3337607300
2011-06-01,134.509995,134.919998,126.190002,131.970001,103.246925,4710433400
2011-07-01,132.089996,135.699997,127.970001,129.330002,101.683167,3840768000
2011-08-01,130.839996,130.960007,110.269997,122.220001,96.093033,9050451800
2011-09-01,122.290001,123.400002,111.300003,113.150002,88.961937,6188283200
2011-10-01,112.489998,129.419998,107.430000,125.500000,99.182358,5721102000
2011-11-01,122.029999,128.020004,116.199997,124.989998,98.779327,5013586000
2011-12-01,124.849998,127.260002,120.029999,125.500000,99.182358,3848636100
2012-01-01,127.760002,133.399994,126.430000,131.320007,104.440086,2883821400
2012-02-01,132.289993,138.190002,132.130005,137.020004,108.973404,2894582000
2012-03-01,137.309998,141.830002,134.360001,140.809998,111.987595,3057516200
2012-04-01,140.639999,142.210007,135.759995,139.869995,111.727509,3035644100
2012-05-01,139.789993,141.660004,129.550003,131.470001,105.017632,4004156100
2012-06-01,129.410004,136.270004,127.139999,136.100006,108.716057,3644886200
2012-07-01,136.479996,139.339996,132.600006,137.710007,110.572113,2864743300
2012-08-01,138.699997,143.089996,135.580002,141.160004,113.342201,2413590900
2012-09-01,141.039993,148.110001,140.130005,143.970001,115.598488,2391233500
2012-10-01,144.520004,147.160004,140.389999,141.350006,114.100632,2719915500
2012-11-01,141.649994,143.720001,134.699997,142.149994,114.746353,3032769100
2012-12-01,142.800003,145.580002,139.539993,142.410004,114.956261,2889875900
2013-01-01,145.110001,150.940002,144.729996,149.699997,121.697960,2587140200
2013-02-01,150.649994,153.279999,148.729996,151.610001,123.250679,2581459300
2013-03-01,151.089996,156.850006,150.410004,156.669998,127.364159,2330972300
2013-04-01,156.589996,159.720001,153.550003,159.679993,130.388489,2907035000
2013-05-01,159.330002,169.070007,158.100006,163.449997,133.466949,2781596000
2013-06-01,163.830002,165.990005,155.729996,160.419998,130.992783,3533321800
2013-07-01,161.259995,169.860001,160.220001,168.710007,138.490997,2330904500
2013-08-01,169.990005,170.970001,163.050003,163.649994,134.337311,2283131700
2013-09-01,165.229996,173.600006,163.699997,168.009995,137.916382,2226749600
2013-10-01,168.139999,177.509995,164.529999,175.789993,145.006226,2901739000
2013-11-01,176.020004,181.750000,174.759995,181.000000,149.303864,1930952900
2013-12-01,181.089996,184.690002,177.320007,184.690002,152.347717,2232775900
2014-01-01,183.979996,184.940002,176.880005,178.179993,147.775665,2530650900
2014-02-01,177.970001,187.149994,173.710007,186.289993,154.501770,2394184600
2014-03-01,184.649994,189.020004,183.750000,187.009995,155.098907,2554084300
2014-04-01,187.619995,189.699997,181.309998,188.309998,156.866394,2345902000
2014-05-01,188.220001,192.800003,186.009995,192.679993,160.506653,1781093800
2014-06-01,192.949997,196.600006,191.970001,195.720001,163.039063,1675047300
2014-07-01,196.199997,199.059998,192.970001,193.089996,161.618973,1893710200
2014-08-01,192.559998,200.820007,190.550003,200.710007,167.997040,1829885000
